,Item Number,Price,Price Effective Date,Price End Date
99,1099,31351.0,2023-01-01,
100,1100,46996.0,2023-01-01,
101,1101,33640.0,2023-01-01,
102,1102,27303.0,2023-01-01,
103,1103,39919.0,2023-01-01,
104,1104,51282.0,2023-01-01,
105,1105,49017.0,2023-01-01,
106,1106,62886.0,2023-01-01,
107,1107,59736.0,2023-01-01,
108,1108,72811.0,2023-01-01,
109,1109,22485.0,2023-01-01,
110,1110,4361.0,2023-01-01,
111,1111,18385.0,2023-01-01,
112,1112,12141.0,2023-01-01,
113,1113,24364.0,2023-01-01,
114,1114,37494.0,2023-01-01,
115,1115,27042.0,2023-01-01,
116,1116,13103.0,2023-01-01,
117,1117,23628.0,2023-01-01,
118,1118,15940.0,2023-01-01,
119,1119,49743.0,2023-01-01,
120,1120,22819.0,2023-01-01,
121,1121,73325.0,2023-01-01,
122,1122,62739.0,2023-01-01,
123,1123,15465.0,2023-01-01,
124,1124,51009.0,2023-01-01,
125,1125,23096.0,2023-01-01,
126,1126,26547.0,2023-01-01,
127,1127,70840.0,2023-01-01,2023-04-14
128,1128,50606.0,2023-01-01,
129,1129,33376.0,2023-01-01,
130,1130,24640.0,2023-01-01,
131,1131,23364.0,2023-01-01,
132,1132,34878.0,2023-01-01,
133,1133,74733.0,2023-01-01,
134,1134,42123.0,2023-01-01,
135,1135,29143.0,2023-01-01,
136,1136,55396.0,2023-01-01,
137,1137,54795.0,2023-01-01,
138,1138,68820.0,2023-01-01,
139,1139,19162.0,2023-01-01,
140,1140,68004.0,2023-01-01,
141,1141,13670.0,2023-01-01,
142,1142,61537.0,2023-01-01,
143,1143,33795.0,2023-01-01,
144,1144,68851.0,2023-01-01,
145,1145,19788.0,2023-01-01,
146,1146,63929.0,2023-01-01,
147,1147,11878.0,2023-01-01,
148,1148,36582.0,2023-01-01,
149,1149,58079.0,2023-01-01,
150,1150,66077.0,2023-01-01,
151,1151,68746.0,2023-01-01,
152,1152,67622.0,2023-01-01,
153,1153,65721.0,2023-01-01,
154,1154,44647.0,2023-01-01,
155,1155,72619.0,2023-01-01,
156,1156,24550.0,2023-01-01,2023-06-04
157,1157,16057.0,2023-01-01,
158,1158,40528.0,2023-01-01,
159,1159,29047.0,2023-01-01,
160,1160,22513.0,2023-01-01,
161,1161,34030.0,2023-01-01,
162,1162,22738.0,2023-01-01,
163,1163,61832.0,2023-01-01,
164,1164,69326.0,2023-01-01,
165,1165,42441.0,2023-01-01,
166,1166,37442.0,2023-01-01,
167,1167,3982.0,2023-01-01,
168,1168,16737.0,2023-01-01,
169,1169,51887.0,2023-01-01,
170,1170,63234.0,2023-01-01,
171,1171,51251.0,2023-01-01,
172,1172,59145.0,2023-01-01,
173,1173,46733.0,2023-01-01,
174,1174,25798.0,2023-01-01,
175,1175,62334.0,2023-01-01,
176,1176,2549.0,2023-01-01,2023-12-04
177,1177,27390.0,2023-01-01,
178,1178,55043.0,2023-01-01,
179,1179,17274.0,2023-01-01,
180,1180,67885.0,2023-01-01,
181,1181,18995.0,2023-01-01,
182,1182,8413.0,2023-01-01,
183,1183,73821.0,2023-01-01,
184,1184,68353.0,2023-01-01,
185,1185,52101.0,2023-01-01,
186,1186,54094.0,2023-01-01,
187,1187,41601.0,2023-01-01,
188,1188,13621.0,2023-01-01,
189,1189,22506.0,2023-01-01,
190,1190,17024.0,2023-01-01,
191,1191,53197.0,2023-01-01,
192,1192,16308.0,2023-01-01,
193,1193,13521.0,2023-01-01,
194,1194,27627.0,2023-01-01,
195,1195,16328.0,2023-01-01,
196,1196,7657.0,2023-01-01,
197,1197,63274.0,2023-01-01,
198,1198,34597.0,2023-01-01,
199,1199,45969.0,2023-01-01,
200,1200,8371.0,2023-01-01,
201,1201,63026.0,2023-01-01,
202,1202,66516.0,2023-01-01,
203,1203,31259.0,2023-01-01,
204,1204,53940.0,2023-01-01,
205,1205,73726.0,2023-01-01,
206,1206,68080.0,2023-01-01,
207,1207,46628.0,2023-01-01,
208,1208,8199.0,2023-01-01,
209,1209,37261.0,2023-01-01,
210,1210,47937.0,2023-01-01,
211,1211,34509.0,2023-01-01,2024-09-27
212,1212,65431.0,2023-01-01,
213,1213,30192.0,2023-01-01,
214,1214,3445.0,2023-01-01,
215,1215,24214.0,2023-01-01,
216,1216,29526.0,2023-01-01,
217,1217,61131.0,2023-01-01,
218,1218,49337.0,2023-01-01,
219,1219,74219.0,2023-01-01,
220,1220,62861.0,2023-01-01,
221,1221,60417.0,2023-01-01,
222,1222,12782.0,2023-01-01,
223,1223,18624.0,2023-01-01,
224,1224,50881.0,2023-01-01,
225,1225,30591.0,2023-01-01,
226,1226,16268.0,2023-01-01,
227,1227,52374.0,2023-01-01,
228,1228,22754.0,2023-01-01,
229,1229,45593.0,2023-01-01,
230,1230,41990.0,2023-01-01,
231,1231,13128.0,2023-01-01,
232,1232,47204.0,2023-01-01,
233,1233,22289.0,2023-01-01,
234,1234,50258.0,2023-01-01,
235,1235,42224.0,2023-01-01,
236,1236,3450.0,2023-01-01,
237,1237,21390.0,2023-01-01,
238,1238,72205.0,2023-01-01,
239,1239,34435.0,2023-01-01,
240,1240,27016.0,2023-01-01,2023-10-18
241,1241,55249.0,2023-01-01,
242,1242,44559.0,2023-01-01,
243,1243,56358.0,2023-01-01,
244,1244,57928.0,2023-01-01,
245,1245,19996.0,2023-01-01,
246,1246,66097.0,2023-01-01,
247,1247,63366.0,2023-01-01,
248,1248,54372.0,2023-01-01,
249,1249,59421.0,2023-01-01,
250,1250,20669.0,2023-01-01,
251,1251,56673.0,2023-01-01,
252,1252,63857.0,2023-01-01,
253,1253,8145.0,2023-01-01,
254,1254,39161.0,2023-01-01,
255,1255,61196.0,2023-01-01,
256,1256,59570.0,2023-01-01,
257,1257,16861.0,2023-01-01,
258,1258,54794.0,2023-01-01,
259,1259,27918.0,2023-01-01,
260,1260,24732.0,2023-01-01,
261,1261,41341.0,2023-01-01,
262,1262,12043.0,2023-01-01,
263,1263,3851.0,2023-01-01,
264,1264,34819.0,2023-01-01,
265,1265,3526.0,2023-01-01,
266,1266,27377.0,2023-01-01,
267,1267,60245.0,2023-01-01,
268,1268,40625.0,2023-01-01,
269,1269,56413.0,2023-01-01,
270,1270,35712.0,2023-01-01,
271,1271,1307.0,2023-01-01,
272,1272,31494.0,2023-01-01,
273,1273,67649.0,2023-01-01,
274,1274,66834.0,2023-01-01,
275,1275,73813.0,2023-01-01,
276,1276,11516.0,2023-01-01,
277,1277,60785.0,2023-01-01,2024-11-06
278,1278,18770.0,2023-01-01,
279,1279,49707.0,2023-01-01,
280,1280,44648.0,2023-01-01,
281,1281,71286.0,2023-01-01,
282,1282,33471.0,2023-01-01,
283,1283,23828.0,2023-01-01,
284,1284,43814.0,2023-01-01,
285,1285,8247.0,2023-01-01,
286,1286,6511.0,2023-01-01,
287,1287,65097.0,2023-01-01,
288,1288,20228.0,2023-01-01,
289,1289,58731.0,2023-01-01,
290,1290,24402.0,2023-01-01,
291,1291,70227.0,2023-01-01,
292,1292,10384.0,2023-01-01,
293,1293,49687.0,2023-01-01,
294,1294,23028.0,2023-01-01,
295,1295,22220.0,2023-01-01,
296,1296,61441.0,2023-01-01,
297,1297,55452.0,2023-01-01,
298,1298,3804.0,2023-01-01,
299,1299,63358.0,2023-01-01,
300,1300,73401.0,2023-01-01,
301,1301,67204.0,2023-01-01,
302,1302,63145.0,2023-01-01,
303,1303,65545.0,2023-01-01,
304,1304,1802.0,2023-01-01,2023-03-02
305,1305,15236.0,2023-01-01,2024-04-15
306,1306,12956.0,2023-01-01,
307,1307,33625.0,2023-01-01,
308,1308,13358.0,2023-01-01,
309,1309,45856.0,2023-01-01,
310,1310,11469.0,2023-01-01,
311,1311,73541.0,2023-01-01,
312,1312,25375.0,2023-01-01,
313,1313,49701.0,2023-01-01,
314,1314,5500.0,2023-01-01,
315,1315,74304.0,2023-01-01,
316,1316,62795.0,2023-01-01,
317,1317,71562.0,2023-01-01,
318,1318,21215.0,2023-01-01,
319,1319,42912.0,2023-01-01,
320,1320,17886.0,2023-01-01,
321,1321,1052.0,2023-01-01,
322,1322,66168.0,2023-01-01,
323,1323,19700.0,2023-01-01,
324,1324,23542.0,2023-01-01,
325,1325,2532.0,2023-01-01,
326,1326,32813.0,2023-01-01,
327,1327,57039.0,2023-01-01,
328,1328,65027.0,2023-01-01,
329,1329,54864.0,2023-01-01,
330,1330,16081.0,2023-01-01,
331,1331,59024.0,2023-01-01,
332,1332,42460.0,2023-01-01,
333,1333,18127.0,2023-01-01,
334,1334,19416.0,2023-01-01,
335,1335,11593.0,2023-01-01,
336,1336,63491.0,2023-01-01,
337,1337,8820.0,2023-01-01,
338,1338,64469.0,2023-01-01,
339,1339,3477.0,2023-01-01,
340,1340,48791.0,2023-01-01,
341,1341,17430.0,2023-01-01,
342,1342,3491.0,2023-01-01,
343,1343,74012.0,2023-01-01,
344,1344,33969.0,2023-01-01,
345,1345,55872.0,2023-01-01,
346,1346,35827.0,2023-01-01,
347,1347,9594.0,2023-01-01,
348,1348,67622.0,2023-01-01,
349,1349,56544.0,2023-01-01,
350,1350,2364.0,2023-01-01,
351,1351,72634.0,2023-01-01,
352,1352,13588.0,2023-01-01,
353,1353,27912.0,2023-01-01,
354,1354,22205.0,2023-01-01,
355,1355,21052.0,2023-01-01,
356,1356,12505.0,2023-01-01,
357,1357,40687.0,2023-01-01,
358,1358,28301.0,2023-01-01,
359,1359,44484.0,2023-01-01,
360,1360,17848.0,2023-01-01,
361,1361,10981.0,2023-01-01,
362,1362,46194.0,2023-01-01,
363,1363,35259.0,2023-01-01,
364,1364,22768.0,2023-01-01,
365,1365,6037.0,2023-01-01,
366,1366,51560.0,2023-01-01,
367,1367,69631.0,2023-01-01,
368,1368,36952.0,2023-01-01,
369,1369,22384.0,2023-01-01,
370,1370,22552.0,2023-01-01,
371,1371,5575.0,2023-01-01,
372,1372,11859.0,2023-01-01,
373,1373,55424.0,2023-01-01,
374,1374,53001.0,2023-01-01,
375,1375,69572.0,2023-01-01,
376,1376,70164.0,2023-01-01,
377,1377,57491.0,2023-01-01,
378,1378,21485.0,2023-01-01,
379,1379,9252.0,2023-01-01,
380,1380,45484.0,2023-01-01,
381,1381,7336.0,2023-01-01,
382,1382,50132.0,2023-01-01,
383,1383,61219.0,2023-01-01,
384,1384,15716.0,2023-01-01,
385,1385,24827.0,2023-01-01,
386,1386,15321.0,2023-01-01,2023-02-21
387,1387,18491.0,2023-01-01,
388,1388,36959.0,2023-01-01,
389,1389,49519.0,2023-01-01,
390,1390,68525.0,2023-01-01,
391,1391,49846.0,2023-01-01,
392,1392,65536.0,2023-01-01,
393,1393,36246.0,2023-01-01,
394,1394,32821.0,2023-01-01,
395,1395,29269.0,2023-01-01,
396,1396,55922.0,2023-01-01,
397,1397,40426.0,2023-01-01,
398,1398,2891.0,2023-01-01,
399,1399,29052.0,2023-01-01,
400,1400,43585.0,2023-01-01,
401,1401,30977.0,2023-01-01,
402,1402,24915.0,2023-01-01,
403,1403,26411.0,2023-01-01,
404,1404,484.0,2023-01-01,
405,1405,38909.0,2023-01-01,
406,1406,23495.0,2023-01-01,
407,1407,33433.0,2023-01-01,
408,1408,16849.0,2023-01-01,
409,1409,70699.0,2023-01-01,
410,1410,3728.0,2023-01-01,
411,1411,52581.0,2023-01-01,
412,1412,37837.0,2023-01-01,
413,1413,29555.0,2023-01-01,
414,1414,57897.0,2023-01-01,
415,1415,50588.0,2023-01-01,
416,1416,72128.0,2023-01-01,
417,1417,65258.0,2023-01-01,
418,1418,74980.0,2023-01-01,
419,1419,60028.0,2023-01-01,
420,1420,45328.0,2023-01-01,
421,1421,36104.0,2023-01-01,
422,1422,70577.0,2023-01-01,
423,1423,31233.0,2023-01-01,
424,1424,48878.0,2023-01-01,
425,1425,66597.0,2023-01-01,
426,1426,48639.0,2023-01-01,
427,1427,54206.0,2023-01-01,
428,1428,2886.0,2023-01-01,
429,1429,66395.0,2023-01-01,
430,1430,68249.0,2023-01-01,
431,1431,10632.0,2023-01-01,
432,1432,69047.0,2023-01-01,
433,1433,6107.0,2023-01-01,
434,1434,36003.0,2023-01-01,
435,1435,36028.0,2023-01-01,
436,1436,35941.0,2023-01-01,
437,1437,47716.0,2023-01-01,2023-08-06
438,1438,43351.0,2023-01-01,
439,1439,62390.0,2023-01-01,
440,1440,59914.0,2023-01-01,
441,1441,69930.0,2023-01-01,
442,1442,68729.0,2023-01-01,
443,1443,7809.0,2023-01-01,
444,1444,71219.0,2023-01-01,
445,1445,22792.0,2023-01-01,
446,1446,26599.0,2023-01-01,
447,1447,57380.0,2023-01-01,
448,1448,48187.0,2023-01-01,
449,1449,47831.0,2023-01-01,
450,1450,21460.0,2023-01-01,
451,1451,74361.0,2023-01-01,
452,1452,73029.0,2023-01-01,
453,1453,50757.0,2023-01-01,
454,1454,38671.0,2023-01-01,
455,1455,53005.0,2023-01-01,
456,1456,46422.0,2023-01-01,
457,1457,54408.0,2023-01-01,
458,1458,15047.0,2023-01-01,
459,1459,45803.0,2023-01-01,
460,1460,26552.0,2023-01-01,
461,1461,73450.0,2023-01-01,
462,1462,35931.0,2023-01-01,
463,1463,5714.0,2023-01-01,
464,1464,35933.0,2023-01-01,
465,1465,39336.0,2023-01-01,
466,1466,60661.0,2023-01-01,
467,1467,65571.0,2023-01-01,
468,1468,27463.0,2023-01-01,
469,1469,44491.0,2023-01-01,
470,1470,27277.0,2023-01-01,
471,1471,65755.0,2023-01-01,
472,1472,69926.0,2023-01-01,
473,1473,56083.0,2023-01-01,
474,1474,55568.0,2023-01-01,
475,1475,9527.0,2023-01-01,
476,1476,70880.0,2023-01-01,
477,1477,11286.0,2023-01-01,
478,1478,11914.0,2023-01-01,
479,1479,56037.0,2023-01-01,
480,1480,60214.0,2023-01-01,
481,1481,7223.0,2023-01-01,
482,1482,41523.0,2023-01-01,
483,1483,448.0,2023-01-01,
484,1484,20651.0,2023-01-01,
485,1485,5356.0,2023-01-01,
486,1486,62210.0,2023-01-01,
487,1487,38470.0,2023-01-01,
488,1488,3124.0,2023-01-01,
489,1489,20575.0,2023-01-01,
490,1490,36108.0,2023-01-01,
491,1491,21284.0,2023-01-01,
492,1492,40963.0,2023-01-01,
493,1493,33699.0,2023-01-01,
494,1494,45533.0,2023-01-01,
495,1495,28416.0,2023-01-01,
496,1496,25062.0,2023-01-01,
497,1497,41470.0,2023-01-01,
498,1498,8218.0,2023-01-01,
499,1499,9946.0,2023-01-01,2024-10-25
500,1500,66973.0,2023-01-01,
501,1501,50778.0,2023-01-01,
502,1502,73295.0,2023-01-01,
503,1503,46559.0,2023-01-01,
504,1504,6219.0,2023-01-01,
505,1505,56605.0,2023-01-01,
506,1506,62940.0,2023-01-01,
507,1507,685.0,2023-01-01,
508,1508,28836.0,2023-01-01,
509,1509,68466.0,2023-01-01,
510,1510,41972.0,2023-01-01,
511,1511,7161.0,2023-01-01,
512,1512,52628.0,2023-01-01,
513,1513,47624.0,2023-01-01,
514,1514,73898.0,2023-01-01,2024-10-21
515,1515,36328.0,2023-01-01,
516,1516,20275.0,2023-01-01,
517,1517,68484.0,2023-01-01,
518,1518,41087.0,2023-01-01,
519,1519,5539.0,2023-01-01,
520,1520,6922.0,2023-01-01,
521,1521,9162.0,2023-01-01,
522,1522,70533.0,2023-01-01,
523,1523,36870.0,2023-01-01,
524,1524,74098.0,2023-01-01,
525,1525,10802.0,2023-01-01,
526,1526,50956.0,2023-01-01,
527,1527,70110.0,2023-01-01,
528,1528,36380.0,2023-01-01,
529,1529,12816.0,2023-01-01,
530,1530,5159.0,2023-01-01,
531,1531,1927.0,2023-01-01,
532,1532,40067.0,2023-01-01,
533,1533,70066.0,2023-01-01,
534,1534,74923.0,2023-01-01,
535,1535,60126.0,2023-01-01,
536,1536,67527.0,2023-01-01,
537,1537,8856.0,2023-01-01,
538,1538,46503.0,2023-01-01,
539,1539,9710.0,2023-01-01,
540,1540,22698.0,2023-01-01,
541,1541,71890.0,2023-01-01,
542,1542,41711.0,2023-01-01,
543,1543,52140.0,2023-01-01,
544,1544,27261.0,2023-01-01,
545,1545,37721.0,2023-01-01,
546,1546,4370.0,2023-01-01,
547,1547,21867.0,2023-01-01,
548,1548,37062.0,2023-01-01,
549,1549,15226.0,2023-01-01,
550,1550,9230.0,2023-01-01,
551,1551,30707.0,2023-01-01,
552,1552,34525.0,2023-01-01,
553,1553,69874.0,2023-01-01,
554,1554,69113.0,2023-01-01,
555,1555,63643.0,2023-01-01,
556,1556,51696.0,2023-01-01,
557,1557,67351.0,2023-01-01,
558,1558,25698.0,2023-01-01,
559,1559,31488.0,2023-01-01,
560,1560,15863.0,2023-01-01,
561,1561,64433.0,2023-01-01,
562,1562,1286.0,2023-01-01,
563,1563,71094.0,2023-01-01,
564,1564,36353.0,2023-01-01,
565,1565,4794.0,2023-01-01,
566,1566,65422.0,2023-01-01,
567,1567,51315.0,2023-01-01,
568,1568,65932.0,2023-01-01,
569,1569,14701.0,2023-01-01,
570,1570,47211.0,2023-01-01,
571,1571,47932.0,2023-01-01,
572,1572,71697.0,2023-01-01,
573,1573,57663.0,2023-01-01,
574,1574,3106.0,2023-01-01,2024-07-08
575,1575,64681.0,2023-01-01,
576,1576,42904.0,2023-01-01,
577,1577,37821.0,2023-01-01,
578,1578,29600.0,2023-01-01,
579,1579,62036.0,2023-01-01,
580,1580,24850.0,2023-01-01,
581,1581,66137.0,2023-01-01,
582,1582,73801.0,2023-01-01,
583,1583,63575.0,2023-01-01,
584,1584,999.0,2023-01-01,
585,1585,57941.0,2023-01-01,
586,1586,14614.0,2023-01-01,
587,1587,9045.0,2023-01-01,
588,1588,52574.0,2023-01-01,
589,1589,39991.0,2023-01-01,
590,1590,54219.0,2023-01-01,
591,1591,69978.0,2023-01-01,
592,1592,10780.0,2023-01-01,
593,1593,36769.0,2023-01-01,
594,1594,19047.0,2023-01-01,
595,1595,74649.0,2023-01-01,
596,1596,6950.0,2023-01-01,
597,1597,3092.0,2023-01-01,
598,1598,17706.0,2023-01-01,
599,1599,28135.0,2023-01-01,
600,1600,51601.0,2023-01-01,
601,1601,56665.0,2023-01-01,
602,1602,68003.0,2023-01-01,
603,1603,74911.0,2023-01-01,
604,1604,62620.0,2023-01-01,
605,1605,74788.0,2023-01-01,
606,1606,3511.0,2023-01-01,
607,1607,16344.0,2023-01-01,
608,1608,7560.0,2023-01-01,
609,1609,31833.0,2023-01-01,
610,1610,40545.0,2023-01-01,
611,1611,54439.0,2023-01-01,
612,1612,67822.0,2023-01-01,
613,1613,7189.0,2023-01-01,
614,1614,44738.0,2023-01-01,
615,1615,9245.0,2023-01-01,
616,1616,1709.0,2023-01-01,2023-06-30
617,1617,36068.0,2023-01-01,
618,1618,26876.0,2023-01-01,
619,1619,24156.0,2023-01-01,
620,1620,49218.0,2023-01-01,
621,1621,73571.0,2023-01-01,
622,1622,30628.0,2023-01-01,
623,1623,2901.0,2023-01-01,
624,1624,13022.0,2023-01-01,
625,1625,56835.0,2023-01-01,2023-10-20
626,1626,16065.0,2023-01-01,
627,1627,63510.0,2023-01-01,
628,1628,47122.0,2023-01-01,
629,1629,70358.0,2023-01-01,
630,1630,71126.0,2023-01-01,
631,1631,19613.0,2023-01-01,
632,1632,61279.0,2023-01-01,
633,1633,53545.0,2023-01-01,
634,1634,16135.0,2023-01-01,
635,1635,21114.0,2023-01-01,
636,1636,50638.0,2023-01-01,
637,1637,59776.0,2023-01-01,
638,1638,64206.0,2023-01-01,
639,1639,68630.0,2023-01-01,
640,1640,64724.0,2023-01-01,
641,1641,54704.0,2023-01-01,
642,1642,61312.0,2023-01-01,
643,1643,44553.0,2023-01-01,
644,1644,19452.0,2023-01-01,
645,1645,32077.0,2023-01-01,
646,1646,55718.0,2023-01-01,
647,1647,45338.0,2023-01-01,
648,1648,25014.0,2023-01-01,
649,1649,52094.0,2023-01-01,
650,1650,53175.0,2023-01-01,
651,1651,2717.0,2023-01-01,
652,1652,37056.0,2023-01-01,
653,1653,74886.0,2023-01-01,
654,1654,32018.0,2023-01-01,
655,1655,45498.0,2023-01-01,2024-05-10
656,1656,1282.0,2023-01-01,
657,1657,22122.0,2023-01-01,
658,1658,31331.0,2023-01-01,
659,1659,38661.0,2023-01-01,
660,1660,15987.0,2023-01-01,
661,1661,20195.0,2023-01-01,
662,1662,23890.0,2023-01-01,
663,1663,10213.0,2023-01-01,
664,1664,33464.0,2023-01-01,
665,1665,67949.0,2023-01-01,
666,1666,38005.0,2023-01-01,
667,1667,72826.0,2023-01-01,
668,1668,54709.0,2023-01-01,
669,1669,44905.0,2023-01-01,
670,1670,14979.0,2023-01-01,
671,1671,18708.0,2023-01-01,
672,1672,69714.0,2023-01-01,
673,1673,13393.0,2023-01-01,
674,1674,42365.0,2023-01-01,
675,1675,25694.0,2023-01-01,
676,1676,1129.0,2023-01-01,
677,1677,74474.0,2023-01-01,
678,1678,63943.0,2023-01-01,
679,1679,63748.0,2023-01-01,
680,1680,43447.0,2023-01-01,
681,1681,61311.0,2023-01-01,
682,1682,20144.0,2023-01-01,
683,1683,53063.0,2023-01-01,
684,1684,29223.0,2023-01-01,
685,1685,17833.0,2023-01-01,
686,1686,27876.0,2023-01-01,
687,1687,4148.0,2023-01-01,
688,1688,59320.0,2023-01-01,
689,1689,41302.0,2023-01-01,2023-10-10
690,1690,64950.0,2023-01-01,
691,1691,24182.0,2023-01-01,
692,1692,49603.0,2023-01-01,
693,1693,46302.0,2023-01-01,
694,1694,49435.0,2023-01-01,
695,1695,74026.0,2023-01-01,
696,1696,57353.0,2023-01-01,
697,1697,52837.0,2023-01-01,
698,1698,46891.0,2023-01-01,
699,1699,70751.0,2023-01-01,
700,1700,9936.0,2023-01-01,
701,1701,50812.0,2023-01-01,
702,1702,29639.0,2023-01-01,
703,1703,19081.0,2023-01-01,
704,1704,56615.0,2023-01-01,
705,1705,23452.0,2023-01-01,
706,1706,48300.0,2023-01-01,
707,1707,46472.0,2023-01-01,
708,1708,60440.0,2023-01-01,
709,1709,67693.0,2023-01-01,
710,1710,6080.0,2023-01-01,2024-11-20
711,1711,8363.0,2023-01-01,
712,1712,14255.0,2023-01-01,
713,1713,30364.0,2023-01-01,
714,1714,43516.0,2023-01-01,
715,1715,24386.0,2023-01-01,
716,1716,21014.0,2023-01-01,
717,1717,10644.0,2023-01-01,
718,1718,74837.0,2023-01-01,
719,1719,48670.0,2023-01-01,
720,1720,55182.0,2023-01-01,
721,1721,2541.0,2023-01-01,2024-01-03
722,1722,33640.0,2023-01-01,
723,1723,28812.0,2023-01-01,
724,1724,4145.0,2023-01-01,
725,1725,31891.0,2023-01-01,
726,1726,74263.0,2023-01-01,
727,1727,44724.0,2023-01-01,
728,1728,29174.0,2023-01-01,
729,1729,50869.0,2023-01-01,
730,1730,69122.0,2023-01-01,
731,1731,64902.0,2023-01-01,
732,1732,68441.0,2023-01-01,
733,1733,10562.0,2023-01-01,
734,1734,33549.0,2023-01-01,
735,1735,56673.0,2023-01-01,
736,1736,63576.0,2023-01-01,
737,1737,3298.0,2023-01-01,
738,1738,8782.0,2023-01-01,
739,1739,47008.0,2023-01-01,
740,1740,63713.0,2023-01-01,
741,1741,62277.0,2023-01-01,
742,1742,13521.0,2023-01-01,
743,1743,20117.0,2023-01-01,
744,1744,13838.0,2023-01-01,2023-04-24
745,1745,43715.0,2023-01-01,
746,1746,24989.0,2023-01-01,
747,1747,65883.0,2023-01-01,
748,1748,61737.0,2023-01-01,
749,1749,44701.0,2023-01-01,
750,1750,30646.0,2023-01-01,
751,1751,29369.0,2023-01-01,
752,1752,33493.0,2023-01-01,
753,1753,23880.0,2023-01-01,
754,1754,15478.0,2023-01-01,
755,1755,59256.0,2023-01-01,
756,1756,27872.0,2023-01-01,
757,1757,21367.0,2023-01-01,
758,1758,20550.0,2023-01-01,
759,1759,8724.0,2023-01-01,
760,1760,46689.0,2023-01-01,
761,1761,43780.0,2023-01-01,
762,1762,53436.0,2023-01-01,
763,1763,6754.0,2023-01-01,
764,1764,19934.0,2023-01-01,
765,1765,11755.0,2023-01-01,
766,1766,32099.0,2023-01-01,
767,1767,21058.0,2023-01-01,
